name,old name,male,female,english,hindi,punjabi,bangoli,noise,check
hindi_sample_81.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_82.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_83.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_84.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_85.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_86.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_87.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_88.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_89.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_90.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_91.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_92.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_93.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_94.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_95.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_96.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_97.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_98.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_99.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_100.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_101.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_102.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_103.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_104.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_105.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_106.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_107.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_108.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_109.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_110.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_111.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_112.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_113.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_114.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_115.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_116.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_117.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_118.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_119.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_120.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_121.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_122.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_123.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_124.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_125.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_126.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_127.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_128.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_129.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_130.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_131.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_132.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_133.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_134.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_135.wav,hindi audio sample 4.wav,1,0,0,1,0,0,0,0
hindi_sample_135.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_136.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_137.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_138.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_139.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_140.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_141.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_142.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_143.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_144.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_145.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_146.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_147.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_148.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_149.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_150.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_151.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_152.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_153.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_154.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_155.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_156.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_157.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_158.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_159.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_160.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_161.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_162.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_163.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_164.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_165.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_166.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_167.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_168.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_169.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_170.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_171.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_172.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_173.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_174.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_175.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_176.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_177.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_178.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_179.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_180.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_181.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_182.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_183.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_184.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_185.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_186.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_187.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_188.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_189.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_190.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_191.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_192.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_193.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_194.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_195.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_196.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_197.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_198.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_199.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_200.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_201.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_202.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_203.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_204.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_205.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_206.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_207.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_208.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_209.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_210.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_211.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_212.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_213.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_214.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_215.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_216.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_217.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_218.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_219.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_220.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_221.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_222.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_223.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_224.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_225.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_226.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_227.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_228.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_229.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_230.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_231.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_232.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_233.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_234.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_235.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_236.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_237.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_238.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_239.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_240.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_241.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_242.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_243.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_244.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_245.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_246.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_247.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_248.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_249.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_250.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_251.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_252.wav,hindi audio sample 3.wav,1,0,0,1,0,0,0,0
hindi_sample_252.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_253.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_254.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_255.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_256.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_257.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_258.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_259.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_260.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_261.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_262.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_263.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_264.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_265.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_266.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_267.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_268.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_269.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_270.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_271.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_272.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_273.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_274.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_275.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_276.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_277.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_278.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_279.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_280.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_281.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_282.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_283.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_284.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_285.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_286.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_287.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_288.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_289.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_290.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_291.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_292.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_293.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_294.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_295.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_296.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_297.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_298.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_299.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_300.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_301.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_302.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_303.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_304.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_305.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_306.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_307.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_308.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_309.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_310.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_311.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_312.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_313.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_314.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_315.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_316.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_317.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_318.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_319.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_320.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_321.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_322.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_323.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_324.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_325.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_326.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_327.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_328.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_329.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_330.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_331.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_332.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_333.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_334.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_335.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_336.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_337.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_338.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
hindi_sample_339.wav,hindi audio sample 2.wav,1,0,0,1,0,0,0,0
